id,code,description
11104,I82.B22,Chronic embolism and thrombosis of left subclavian vein
11105,I82.B23,Chronic embolism and thrombosis of subclavian vein and bilateral
11106,I82.B29,Chronic embolism and thrombosis of unspecified subclavian vein
11107,I82.C,Embolism and thrombosis of internal jugular vein
11108,I82.C1,Acute embolism and thrombosis of internal jugular vein
11109,I82.C11,Acute embolism and thrombosis of right internal jugular vein
11110,I82.C12,Acute embolism and thrombosis of left internal jugular vein
11111,I82.C13,Acute embolism and thrombosis of internal jugular vein and bilateral
11112,I82.C19,Acute embolism and thrombosis of unspecified internal jugular vein
11113,I82.C2,Chronic embolism and thrombosis of internal jugular vein
11114,I82.C21,Chronic embolism and thrombosis of right internal jugular vein
11115,I82.C22,Chronic embolism and thrombosis of left internal jugular vein
11116,I82.C23,Chronic embolism and thrombosis of internal jugular vein and bilateral
11117,I82.C29,Chronic embolism and thrombosis of unspecified internal jugular vein
11118,I82.8,Embolism and thrombosis of other specified veins
11119,I82.81,Embolism and thrombosis of superficial veins of lower extremities
11120,I82.811,Embolism and thrombosis of superficial veins of right lower extremities
11121,I82.812,Embolism and thrombosis of superficial veins of left lower extremities
11122,I82.813,Embolism and thrombosis of superficial veins of lower extremities and bilateral
11123,I82.819,Embolism and thrombosis of superficial veins of unspecified lower extremities
11124,I82.89,Embolism and thrombosis of other specified veins
11125,I82.890,Acute embolism and thrombosis of other specified veins
11126,I82.891,Chronic embolism and thrombosis of other specified veins
11127,I82.9,Embolism and thrombosis of unspecified vein
11128,I82.90,Acute embolism and thrombosis of unspecified vein
11129,I82.91,Chronic embolism and thrombosis of unspecified vein
11130,I83,Varicose veins of lower extremities
11131,I83.0,Varicose veins of lower extremities with ulcer
11132,I83.00,Varicose veins of unspecified lower extremity with ulcer
11133,I83.001,Varicose veins of unspecified lower extremity with ulcer of thigh
11134,I83.002,Varicose veins of unspecified lower extremity with ulcer of calf
11135,I83.003,Varicose veins of unspecified lower extremity with ulcer of ankle
11136,I83.004,Varicose veins of unspecified lower extremity with ulcer of heel and midfoot
11137,I83.005,Varicose veins of unspecified lower extremity with ulcer other part of foot
11138,I83.008,Varicose veins of unspecified lower extremity with ulcer other part of lower leg
11139,I83.009,Varicose veins of unspecified lower extremity with ulcer of unspecified site
11140,I83.01,Varicose veins of right lower extremity with ulcer
11141,I83.011,Varicose veins of right lower extremity with ulcer of thigh
11142,I83.012,Varicose veins of right lower extremity with ulcer of calf
11143,I83.013,Varicose veins of right lower extremity with ulcer of ankle
11144,I83.014,Varicose veins of right lower extremity with ulcer of heel and midfoot
11145,I83.015,Varicose veins of right lower extremity with ulcer other part of foot
11146,I83.018,Varicose veins of right lower extremity with ulcer other part of lower leg
11147,I83.019,Varicose veins of right lower extremity with ulcer of unspecified site
11148,I83.02,Varicose veins of left lower extremity with ulcer
11149,I83.021,Varicose veins of left lower extremity with ulcer of thigh
11150,I83.022,Varicose veins of left lower extremity with ulcer of calf
11151,I83.023,Varicose veins of left lower extremity with ulcer of ankle
11152,I83.024,Varicose veins of left lower extremity with ulcer of heel and midfoot
11153,I83.025,Varicose veins of left lower extremity with ulcer other part of foot
11154,I83.028,Varicose veins of left lower extremity with ulcer other part of lower leg
11155,I83.029,Varicose veins of left lower extremity with ulcer of unspecified site
11156,I83.1,Varicose veins of lower extremities with inflammation
11157,I83.10,Varicose veins of unspecified lower extremity with inflammation
11158,I83.11,Varicose veins of right lower extremity with inflammation
11159,I83.12,Varicose veins of left lower extremity with inflammation
11160,I83.2,Varicose veins of lower extremities with both ulcer and inflammation
11161,I83.20,Varicose veins of unspecified lower extremity with both ulcer and inflammation
11162,I83.201,Varicose veins of unspecified lower extremity with both ulcer of thigh and inflammation
11163,I83.202,Varicose veins of unspecified lower extremity with both ulcer of calf and inflammation
11164,I83.203,Varicose veins of unspecified lower extremity with both ulcer of ankle and inflammation
11165,I83.204,Varicose veins of unspecified lower extremity with both ulcer of heel and midfoot and inflammation
11166,I83.205,Varicose veins of unspecified lower extremity with both ulcer other part of foot and inflammation
11167,I83.208,Varicose veins of unspecified lower extremity with both ulcer of other part of lower extremity and inflammation
11168,I83.209,Varicose veins of unspecified lower extremity with both ulcer of unspecified site and inflammation
11169,I83.21,Varicose veins of right lower extremity with both ulcer and inflammation
11170,I83.211,Varicose veins of right lower extremity with both ulcer of thigh and inflammation
11171,I83.212,Varicose veins of right lower extremity with both ulcer of calf and inflammation
11172,I83.213,Varicose veins of right lower extremity with both ulcer of ankle and inflammation
11173,I83.214,Varicose veins of right lower extremity with both ulcer of heel and midfoot and inflammation
11174,I83.215,Varicose veins of right lower extremity with both ulcer other part of foot and inflammation
11175,I83.218,Varicose veins of right lower extremity with both ulcer of other part of lower extremity and inflammation
11176,I83.219,Varicose veins of right lower extremity with both ulcer of unspecified site and inflammation
11177,I83.22,Varicose veins of left lower extremity with both ulcer and inflammation
11178,I83.221,Varicose veins of left lower extremity with both ulcer of thigh and inflammation
11179,I83.222,Varicose veins of left lower extremity with both ulcer of calf and inflammation
11180,I83.223,Varicose veins of left lower extremity with both ulcer of ankle and inflammation
11181,I83.224,Varicose veins of left lower extremity with both ulcer of heel and midfoot and inflammation
11182,I83.225,Varicose veins of left lower extremity with both ulcer other part of foot and inflammation
11183,I83.228,Varicose veins of left lower extremity with both ulcer of other part of lower extremity and inflammation
11184,I83.229,Varicose veins of left lower extremity with both ulcer of unspecified site and inflammation
11185,I83.8,Varicose veins of lower extremities with other complications
11186,I83.81,Varicose veins of lower extremities with pain
11187,I83.811,Varicose veins of right lower extremities with pain
11188,I83.812,Varicose veins of left lower extremities with pain
11189,I83.813,Varicose veins of bilateral lower extremities with pain
11190,I83.819,Varicose veins of unspecified lower extremities with pain
11191,I83.89,Varicose veins of lower extremities with other complications
11192,I83.891,Varicose veins of right lower extremities with other complications
11193,I83.892,Varicose veins of left lower extremities with other complications
11194,I83.893,Varicose veins of bilateral lower extremities with other complications
11195,I83.899,Varicose veins of unspecified lower extremities with other complications
11196,I83.9,Asymptomatic varicose veins of lower extremities
11197,I83.90,Asymptomatic varicose veins of unspecified lower extremity
11198,I83.91,Asymptomatic varicose veins of right lower extremity
11199,I83.92,Asymptomatic varicose veins of left lower extremity
11200,I83.93,Asymptomatic varicose veins of bilateral lower extremities
11201,I85,Esophageal varices
11202,I85.0,Esophageal varices
11203,I85.00,Esophageal varices without bleeding
11204,I85.01,Esophageal varices with bleeding
11205,I85.1,Secondary esophageal varices
11206,I85.10,Secondary esophageal varices without bleeding
11207,I85.11,Secondary esophageal varices with bleeding
11208,I86,Varicose veins of other sites
11209,I86.0,Sublingual varices
11210,I86.1,Scrotal varices
11211,I86.2,Pelvic varices
11212,I86.3,Vulval varices
11213,I86.4,Gastric varices
11214,I86.8,Varicose veins of other specified sites
11215,I87,Other disorders of veins
11216,I87.0,Postthrombotic syndrome
11217,I87.00,Postthrombotic syndrome without complications
11218,I87.001,Postthrombotic syndrome without complications of right lower extremity
11219,I87.002,Postthrombotic syndrome without complications of left lower extremity
11220,I87.003,Postthrombotic syndrome without complications of bilateral lower extremity
11221,I87.009,Postthrombotic syndrome without complications of unspecified extremity
11222,I87.01,Postthrombotic syndrome with ulcer
11223,I87.011,Postthrombotic syndrome with ulcer of right lower extremity
11224,I87.012,Postthrombotic syndrome with ulcer of left lower extremity
11225,I87.013,Postthrombotic syndrome with ulcer of bilateral lower extremity
11226,I87.019,Postthrombotic syndrome with ulcer of unspecified lower extremity
11227,I87.02,Postthrombotic syndrome with inflammation
11228,I87.021,Postthrombotic syndrome with inflammation of right lower extremity
11229,I87.022,Postthrombotic syndrome with inflammation of left lower extremity
11230,I87.023,Postthrombotic syndrome with inflammation of bilateral lower extremity
11231,I87.029,Postthrombotic syndrome with inflammation of unspecified lower extremity
11232,I87.03,Postthrombotic syndrome with ulcer and inflammation
11233,I87.031,Postthrombotic syndrome with ulcer and inflammation of right lower extremity
11234,I87.032,Postthrombotic syndrome with ulcer and inflammation of left lower extremity
11235,I87.033,Postthrombotic syndrome with ulcer and inflammation of bilateral lower extremity
11236,I87.039,Postthrombotic syndrome with ulcer and inflammation of unspecified lower extremity
11237,I87.09,Postthrombotic syndrome with other complications
11238,I87.091,Postthrombotic syndrome with other complications of right lower extremity
11239,I87.092,Postthrombotic syndrome with other complications of left lower extremity
11240,I87.093,Postthrombotic syndrome with other complications of bilateral lower extremity
11241,I87.099,Postthrombotic syndrome with other complications of unspecified lower extremity
11242,I87.1,Compression of vein
11243,I87.2,Venous insufficiency (chronic) (peripheral)
11244,I87.3,Chronic venous hypertension (idiopathic)
11245,I87.30,Chronic venous hypertension (idiopathic) without complications
11246,I87.301,Chronic venous hypertension (idiopathic) without complications of right lower extremity
11247,I87.302,Chronic venous hypertension (idiopathic) without complications of left lower extremity
11248,I87.303,Chronic venous hypertension (idiopathic) without complications of bilateral lower extremity
11249,I87.309,Chronic venous hypertension (idiopathic) without complications of unspecified lower extremity
11250,I87.31,Chronic venous hypertension (idiopathic) with ulcer
11251,I87.311,Chronic venous hypertension (idiopathic) with ulcer of right lower extremity
11252,I87.312,Chronic venous hypertension (idiopathic) with ulcer of left lower extremity
11253,I87.313,Chronic venous hypertension (idiopathic) with ulcer of bilateral lower extremity
11254,I87.319,Chronic venous hypertension (idiopathic) with ulcer of unspecified lower extremity
11255,I87.32,Chronic venous hypertension (idiopathic) with inflammation
