id,code,description
2606,53068-3,Beta alanine [Moles/volume] in Body fluid,
2607,38257-2,Cells Counted Total [#] in Bone marrow,
2608,8323-8,Body temperature 10 hour,
2609,21330-6,Histoplasma capsulatum Ab [Presence] in Cerebral spinal fluid by Immune diffusion (ID),
2610,72181-1,HIV results shared with partner [RHEA],
2611,33236-1,Bilirubin crystals [Presence] in Urine by Computer assisted method,
2612,39439-5,Extremity artery - right US.doppler,
2613,31971-5,Streptococcus pyogenes Ag [Presence] in Unspecified specimen,
2614,5163-1,Fasciola sp Ab [Units/volume] in Serum,
2615,75092-7,Birth date of Fetus,
2616,64901-2,I am afraid to be alone at home [PhenX],
2617,47770-3,Somatotropin [Units/volume] in Serum or Plasma --30 minutes post dose insulin IV,
2618,30265-3,Glucose [Moles/volume] in Serum or Plasma --1.3 hours post dose glucose,
2619,13123-5,Deprecated Sulfate-3-Glucuronyl paragloboside Ab in serum,
2620,72379-1,Cannabinoids synthetic [Presence] in Unspecified specimen by Screen method,
2621,20804-1,Epizootic hemorrhagic disease virus Ag [Presence] in Blood by Immunofluorescence,
2622,25445-8,IgG [Presence] in Urine by Immunoelectrophoresis,
2623,50809-3,Antimony [Moles/volume] in Blood,
2624,50420-9,Corticotropin [Mass/volume] in Plasma --post 500 ug dexamethasone PO 2.5 day low dose q6h,
2625,28745-8,Polarization Eye - left Phoropter,
2626,50927-3,Tobramycin [Moles/volume] in Serum or Plasma,
2627,53728-2,WS2A gene mutation analysis in Blood or Tissue by Molecular genetics method Narrative,
2628,52051-0,Orthotics/Prosthetics,
2629,38095-6,Breast duct - bilateral Mammogram W contrast intra duct,
2630,50729-3,Serotonin release 100 U/mL heparin.porcine [Units/volume] in Serum,
2631,49205-8,Bartonella elizabethae IgM Ab [Titer] in Body fluid,
2632,26715-3,Chlamydia trachomatis IgG Ab [Units/volume] in Serum by Immunoassay,
2633,18036-4,Anterior mitral valve leaflet E point to septal separation [Time] by US.M-mode,
2634,4454-5,Trimethadione [Mass] of Dose,
2635,15136-5,Arginine+Argininosuccinate+Lysine+Serine+Taurine [Presence] in Serum or Plasma,
2636,24279-2,Rickettsia typhi IgG Ab [Titer] in Serum --1st specimen,
2637,35553-7,Stemphylium botryosum IgG Ab [Mass/volume] in Serum,
2638,1246-8,M1 Ab [Presence] in Serum or Plasma,
2639,19373-0,Butalbital [Presence] in Urine by Screen method,
2640,31029-2,Stenbolone [Mass/volume] in Urine,
2641,668-4,Microscopic observation [Identifier] in Unspecified specimen by M'Fadyean stain,
2642,68694-9,Neurological surgery Hospital Consult note,
2643,39551-7,Cow dander IgE Ab [Ratio] in Serum,
2644,20239-0,Left ventricular Apical plane diastole [Area] by US 2D,
2645,1336-7,Xg sup(a) Ab [Presence] in Serum or Plasma from Blood product unit,
2646,51665-8,Flavivirus RNA [Presence] in Unspecified specimen by Probe and target amplification method,
2647,71146-5,Pediatric - Functional Assessment of Anorexia Cachexia Questionnaire - 10 items - version 2 (Peds-FAACT- 10 - v2) [FACIT],
2648,5783-6,Unidentified crystals [Presence] in Urine sediment by Light microscopy,
2649,31106-8,Osmotic fragility of Red Blood Cells--0.50% sodium chloride 24 hour 37 degree C incubation,
2650,13809-9,Sodium/Creatinine [Mass Ratio] in 24 hour Urine,
2651,29742-4,Date last dose,
2652,26223-8,Extremity - bilateral US,
2653,63961-7,Cause of menopause if other [PhenX],
2654,53402-4,3-Hydroxyoctanoylcarnitine (C8-OH)+Malonylcarnitine (C3-DC)/Butyrylcarnitine+Isobutyrylcarnitine (C4) [Molar ratio] in Dried blood spot,
2655,14524-3,Rubella virus Ag [Presence] in Throat by Immunofluorescence,
2656,64589-5,Date the psychological or psychiatric or emotional or or behavioral problem started [PhenX],
2657,32096-0,Methaqualone [Presence] in Unspecified specimen,
2658,36821-7,Orbit - left MRI W contrast IV,
2659,6369-3,Cryptococcus neoformans Ab [Titer] in Serum by Agglutination,
2660,46247-3,Mycobacterium tuberculosis ethambutol resistance (embB) gene [Identifier] by Probe and target amplification method,
2661,58535-6,Corticotropin [Moles/volume] in Plasma --10 PM specimen,
2662,26344-2,Mammogram Guidance for aspiration of cyst of Breast - left,
2663,26630-4,Corynebacterium diphtheriae toxin Ab [Presence] in Serum,
2664,51977-7,Chromium [Presence] in Urine,
2665,19808-5,Diagnosis Gastrointestine lower,
2666,9343-5,Coproporphyrin 1 [Mass/volume] in Urine,
2667,42450-7,US Guidance for aspiration of cyst of Breast - left,
2668,2935-5,Serine [Presence] in Serum or Plasma,
2669,38080-8,Breast specimen - left Mammogram,
2670,40703-1,Lactoferrin [Presence] in Stool by Immunoassay,
2671,13595-4,Basophils/100 leukocytes in Nose,
2672,49614-1,Campylobacter sp DNA [Identifier] in Unspecified specimen by Probe and target amplification method,
2673,35314-4,Lipase [Enzymatic activity/volume] in Body fluid --4th specimen post Sincalide,
2674,34461-4,West Nile virus RNA [Presence] in Cerebral spinal fluid by Probe and target amplification method,
2675,31989-7,14-3-3 Ag [Presence] in Cerebral spinal fluid,
2676,3124-5,Vanillylmandelate/Creatinine [Mass Ratio] in Urine,
2677,2704-5,Oxygen [Partial pressure] in Capillary blood,
2678,23059-9,Epizootic hemorrhagic disease virus Ab [Presence] in Serum by Immunoassay,
2679,2798-7,Phosphoglycerate kinase [Enzymatic activity/volume] in Serum,
2680,45904-0,Mood state trigger [Minimum Data Set],
2681,44624-5,Additional pathological findings in Tumor by CAP cancer protocols,
2682,19465-4,Ethylmorphine cutoff [Mass/volume] in Urine for Confirmatory method,
2683,28132-9,Knowledge deficit of fluid volume [CCC],
2684,52560-0,Procedure.left [CARE],
2685,44360-6,Glutamate+Glutamine/Creatinine [Molar ratio] in Urine,
2686,63033-5,Deprecated PhenX measure - job strain,
2687,50032-2,China aster IgE Ab [Units/volume] in Serum,
2688,11457-9,Safety equipment used,
2689,16892-2,Gastrin [Mass/volume] in Serum or Plasma --15 minutes post XXX challenge,
2690,46114-5,Deprecated Borrelia burgdorferi 23kD IgG Ab [Presence] in Serum by Immunoassay,
2691,62430-4,Eastern equine encephalitis virus IgM Ab [Presence] in Body fluid by Immunoassay,
2692,55375-0,Megaloblasts [#/volume] in Blood by Manual count,
2693,69013-1,Lymphocyte proliferation.phytohemagglutinin.maximum/CD3 in Blood by Flow cytometry (FC),
2694,43962-0,CD4+CD45RA+ cells/100 cells in Bone marrow,
2695,1886-1,Apolipoprotein E [Mass/volume] in Serum or Plasma,
2696,51161-8,Cytoplasmic CD34 blasts/100 blasts in Unspecified specimen,
2697,43669-1,Renal vessels Scan,
2698,13112-8,Deprecated Nuclear Ab Immunofluorescence (rat kidney substrate),
2699,33405-2,Glucose [Mass/volume] in Pericardial fluid,
2700,15600-0,Deprecated Melon IgE Ab RAST class in Serum,
2701,24967-2,Spine Lumbar MRI W and WO contrast IV,
2702,27592-5,Skilled nursing treatment plan or Diagnosis addressed by plan Identifier,
2703,49657-0,HIV nonnucleoside reverse transcriptase mutations by Genotype method,
2704,39776-0,Urea [Moles/volume] in Serum or Plasma --post dialysis,
2705,67683-3,Got seriously sick or injured [PhenX],
2706,25656-0,Gastrin [Moles/volume] in Serum or Plasma --3rd specimen post XXX challenge,
2707,71044-2,I feel a sense of appreciation for the beauty of nature in the past 7 days [FACIT],
2708,7994-7,Rickettsia sp Ab [Units/volume] in Serum,
2709,16510-0,Calcitonin [Mass/volume] in Serum or Plasma --8th specimen post XXX challenge,
2710,27861-4,Insulin [Units/volume] in Serum or Plasma --3 hours post 75 g glucose PO,
2711,74253-6,HEDIS 2014 Value Set - Pregnancy Tests,
2712,32665-2,Anticonvulsants [Identifier] in Serum or Plasma,
2713,72295-9,Undermining of Wound,
2714,14960-9,Estradiol (E2) Free/Estradiol (E2).total in Serum or Plasma,
2715,3388-6,Deprecated Benzodiazepines positive [Identifier] in Urine,
2716,35001-7,Polymorphonuclear cells [#/volume] in Cerebral spinal fluid,
2717,30462-6,Polymorphonuclear cells/100 leukocytes in Urine,
2718,72766-9,Oxymorphone [Mass/volume] in Saliva (oral fluid) by Confirmatory method,
2719,55525-0,Benzoylecgonine [Moles/volume] in Serum or Plasma,
2720,17113-2,CD120B cells/100 cells in Blood,
2721,36910-8,S-phase cells/100 cells in Blood,
2722,29923-0,Scandium [Mass/volume] in 24 hour Urine,
2723,61032-9,7-Aminoflunitrazepam [Presence] in Serum or Plasma,
2724,22929-4,Brucella canis Ab [Presence] in Serum by Immune diffusion (ID),
2725,21642-4,CACNA1S gene p.R1239G [Presence] in Blood or Tissue by Molecular genetics method,
2726,12102-0,Fetal Nuchal fold Study observation US,
2727,40370-9,Imipramine [Presence] in Gastric fluid,
2728,4665-6,Lysozyme [Enzymatic activity/volume] in Serum or Plasma,
2729,9541-4,Legionella pneumophila 1 IgG Ab [Titer] in Serum by Immunofluorescence,
2730,33709-7,Clostridium botulinum toxin A [Presence] in Unspecified specimen,
2731,65157-0,I see myself as someone who is a reliable worker [PhenX],
2732,11346-4,History of outpatient visits Narrative,
2733,10450-5,Glucose [Mass/volume] in Serum or Plasma --10 hours fasting,
2734,47393-4,Gliadin peptide IgA Ab [Presence] in Serum by Immunoassay,
2735,13001-3,Mandelate/Creatinine [Mass Ratio] in Urine,
2736,4045-1,Tetracycline [Mass/volume] in Serum or Plasma,
2737,12055-0,Fetal Face Study observation US,
2738,58178-5,Nutritional status - addressed in care plan [MDSv3],
2739,69153-5,Shoulder - left X-ray AP and Grashey and axillary,
2740,47271-2,Adenosine monophosphate.cyclic/Creatinine [Ratio] in Urine --4th specimen post XXX challenge,
2741,56295-9,Karaya gum IgG4 Ab [Mass/volume] in Serum,
2742,69174-1,Forearm - bilateral MRI W and WO contrast IV,
2743,49129-0,Creatine kinase.MiMi/Creatine kinase.total in Serum or Plasma,
2744,21190-4,Chlamydia trachomatis DNA [Presence] in Cervix by Probe and target amplification method,
2745,45048-6,Cortisol [Moles/volume] in Serum or Plasma --12 PM specimen,
2746,40138-0,Creatinine [Moles/volume] in Urine --2.5 hours post XXX challenge,
2747,50290-6,3-Dechloroethylifosfamide [Mass/volume] in Blood --3 hours post dose ifosfamide,
2748,47005-4,Spermatozoa IgM Ab/100 spermatozoa in Serum by Immunobead,
2749,34254-3,Cadmium [Moles/volume] in 24 hour Urine,
2750,38943-7,VA Compensation and Pension (C and P) examination dental/oral,
2751,66013-4,Well organized delusions [PhenX],
2752,1803-6,Amylase.P2 [Enzymatic activity/volume] in Serum or Plasma,
2753,45118-7,Vesicular stomatitis Indiana virus Ag [Presence] in Unspecified specimen by Complement fixation,
2754,36499-2,Lower extremity joint - right MRI WO contrast,
2755,29458-7,Pulmonary vein - left lower Peak systolic flow/Peak diastole flow by US.doppler derived,
2756,42127-1,Name of follow-up contact,
2757,10527-0,Microscopic observation [Identifier] in Tissue by Cyto stain,
2758,32283-4,Valproate Free/Valproate.total in Serum or Plasma,
2759,72761-0,Carisoprodol [Mass/volume] in Saliva (oral fluid) by Confirmatory method,
2760,59402-8,Mi-1+Mi-2 Ab [Titer] in Serum by Immunofluorescence,
2761,22089-7,Avian adenovirus Ab [Presence] in Serum,
2762,48411-3,Fungus identified in Tissue by Immune stain,
2763,13219-1,Chlamydia trachomatis G+F+K Ab [Units/volume] in Serum,
2764,74770-9,Reporter Information [AHRQ],
2765,44483-6,Herpes simplex virus 1+2 IgM Ab [Presence] in Body fluid,
2766,68928-1,Cytokeratin 19 [Mass/volume] in Cerebral spinal fluid,
2767,57670-2,Brucella melitensis IgG Ab [Units/volume] in Serum by Immunoassay,
2768,43041-3,Echovirus 9 Ab [Titer] in Body fluid,
2769,40769-2,Ethosuximide [Mass/volume] in Serum or Plasma --peak,
2770,49941-8,Sepiapterin [Moles/volume] in Cerebral spinal fluid,
2771,216-2,Demeclocycline [Susceptibility] by Minimum lethal concentration (MLC),
2772,15271-0,Weed Allergen Mix 1 (Common ragweed+Mugwort+Goosefoot or Lambs quarters+English plantain+Saltwort) IgE Ab [Presence] in Serum by Multidisk,
2773,41143-9,HIV 1 Ab [Units/volume] in Saliva (oral fluid),
2774,30030-1,Iron [Mass/volume] in 24 hour Urine,
2775,41048-0,TPMT gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,
2776,20156-6,FEV1 Predicted --pre bronchodilation,
2777,439-0,Rosoxacin [Susceptibility] by Minimum lethal concentration (MLC),
2778,50090-0,2-Methyl,3-Hydroxybutyrylcarnitine (C5-OH) [Moles/volume] in Serum or Plasma,
2779,20967-6,Staphylococcus sp identified in Milk by Organism specific culture,
2780,361-6,Netilmicin [Susceptibility] by Serum bactericidal titer,
2781,68409-2,Macrophages [#/volume] in Peritoneal fluid by Manual count,
2782,71660-5,Lymphocytes/Leukocytes [Pure number fraction] in Cerebral spinal fluid by Manual count,
2783,52373-8,Skilled nursing treatment plan or Current level of function (narrative),
2784,44731-8,Transferrin.carbohydrate deficient.asialo fraction/Transferrin.carbohydrate deficient.disialo fraction [Mass Ratio] in Serum or Plasma,
2785,46667-2,Visual limitations Set [RFC],
2786,10394-5,Factor IX given [Volume],
2787,14735-5,Gastrin [Moles/volume] in Serum or Plasma --10 minutes post 0.2 U/kg secretin,
2788,13303-3,HLA-A+B+C (class I) [Type],
2789,71687-8,FDA package insert PMI - Important information section,
2790,15578-8,Deprecated Birch Ab.IgE.RAST class,
2791,26077-8,Shoulder - left Fluoroscopy W contrast intraarticular,
2792,3355-5,Ampicillin [Mass/volume] in Serum or Plasma,
2793,29773-9,Coxiella burnetii phase 2 IgM Ab [Presence] in Serum by Immunoassay,
2794,23439-3,Deprecated Swine vesicular disease virus Ab [Presence] in Serum,
2795,73844-3,16-Alpha hydroxydehydroepiandrosterone [Moles/volume] in Urine,
2796,2554-4,Lactose [Mass/time] in 24 hour Urine,
2797,10600-5,Spermatozoa penetration [Presence] in Seminal fluid and Cervical mucosa,
2798,17028-2,Isocyanate IgM Ab [Units/volume] in Serum,
2799,68543-8,Oxycodone [Mass/mass] in Meconium by Confirmatory method,
2800,10276-4,Peritoneal drain site,
2801,2784-7,Phosphatidylcholine.saturated [Mass/volume] in Amniotic fluid,
2802,61520-3,How often did you take glucosamine or alone or combined with something else [PhenX],
2803,54689-5,Put others at significant risk for physical injury in last 7 days [MDSv3],
2804,42316-0,RHD gene mutations found [Type] in Amniotic fluid by Molecular genetics method,
2805,28769-8,Dark red glass test,
2806,6005-3,Prekallikrein (Fletcher Factor) [Units/volume] in Platelet poor plasma,
2807,41332-8,Hip - right Flexion Passive Range of Motion Quantitative,
2808,38913-0,TBX5 gene mutation analysis in Blood or Tissue by Molecular genetics method Narrative,
2809,54509-5,Cognitive patterns,
2810,57292-5,Deprecated HLA-B57*01 [Presence],
2811,5224-1,HIV 2 Ab [Units/volume] in Serum by Immunoassay,
2812,11103-9,Neutrophils.band form/100 cells in Bone marrow by Manual count,
2813,63235-6,DNA double strand IgM Ab [Units/volume] in Pleural fluid by Immunoassay,
2814,62762-0,Deprecated PhenX measure - epilepsy screener,
2815,14460-0,Virus identified in Urethra by Culture,
2816,9365-8,Clostridium difficile Ab [Titer] in Serum,
2817,38108-7,Knee - right X-ray 2 views Oblique,
2818,71298-4,Other people pick on - tease me in the past 4 weeks [FACIT],
2819,57451-7,CV2 Ab [Presence] in Cerebral spinal fluid by Immunoblot (IB),
2820,13981-6,Alpha 2 globulin/Protein.total in Serum or Plasma by Electrophoresis,
2821,16403-8,Arsenic [Presence] in Serum or Plasma,
2822,20454-5,Protein [Presence] in Urine by Test strip,
2823,58784-0,Herpes simplex virus 1 IgM Ab [Units/volume] in Cerebral spinal fluid by Immunoassay,
2824,45510-5,Making self understood [Minimum Data Set],
2825,11827-3,Fetal Kidney - right Hilum-cortex diameter US,
2826,9103-3,Fluid intake total Measured,
2827,65626-4,How often does acting out your dreams happen [PhenX],
2828,9951-5,QRS duration in lead AVR,
2829,31309-8,Coccidioides immitis Ab [Presence] in Body fluid,
2830,69958-7,Food Allergen Mix 15 (Orange+Apple+Banana+Peach) IgE Ab [Units/volume] in Serum by Multidisk,
2831,19270-8,Barbiturates [Presence] in Urine by Screen method,
2832,39239-9,Anticipatory guidance or health education type CPHS,
2833,59108-1,Unspecified body region Envelope duration by US,
2834,41833-5,Upper extremity artery - left US,
2835,40397-2,Thyrotropin [Units/volume] in Serum or Plasma --15 minutes post dose triple bolus,
2836,8002-8,Rickettsia typhus group IgM Ab [Units/volume] in Serum,
2837,16017-6,Sheep wool IgE Ab RAST class [Presence] in Serum,
2838,11206-0,18-Hydroxydeoxycorticosterone [Mass/volume] in Serum or Plasma,
2839,62228-2,I could put on my clothes by myself in past 7 days [PROMIS],
2840,63284-4,Mitochondria M5 Ab [Presence] in Serum by Immunofluorescence,
2841,17034-0,Ketoprofen [Mass/volume] in Serum or Plasma,
2842,50200-5,Iron [Mass/volume] in Serum or Plasma --3rd specimen,
2843,28118-8,Hopelessness [CCC],
2844,9749-3,Hemoglobin F [Units/volume] in Blood by Electrophoresis,
2845,56825-3,Problem time course,
2846,27221-1,Norepinephrine [Mass/volume] in 24 hour Urine,
